date,bank,rate,value
2014-01-01,commercial,walr,5.366960893239967
2014-01-01,commercial,fdr_9mo,3.045062962962962
2014-01-01,investment,fdr_9mo,3.3900000000000006
2014-01-01,commercial,sr,0.9837130434782608
2014-01-01,commercial,fdr_3mo,2.97037037037037
2014-01-01,commercial,blr,6.5333333333333306
2014-01-01,investment,fdr_12mo,3.4
2014-01-01,commercial,alr,4.531033333333332
2014-02-01,commercial,blr,6.5333333333333306
2014-02-01,commercial,fdr_6mo,3.0198777777777783
2014-02-01,commercial,alr,4.443822222222222
2014-02-01,commercial,sr,0.9831956521739128
2014-02-01,commercial,fdr_9mo,3.045062962962962
2014-02-01,commercial,fdr_12mo,3.1477777777777782
2014-02-01,commercial,fdr_1mo,2.9129629629629625
2014-02-01,investment,fdr_1mo,3.0502777777777776
2014-02-01,investment,fdr_3mo,3.2809249999999994
2014-02-01,commercial,walr,5.38
2014-02-01,commercial,fdr_3mo,2.97037037037037
2014-02-01,investment,fdr_9mo,3.423333333333334
2014-02-01,investment,fdr_6mo,3.3567142857142853
2014-02-01,investment,fdr_12mo,3.3599999999999994
2014-02-01,investment,alr,6.370927272727273
2014-03-01,commercial,fdr_1mo,2.912962962962962
2014-03-01,investment,fdr_6mo,3.3634125
2014-03-01,commercial,blr,6.5333333333333306
2014-03-01,investment,fdr_3mo,3.298911111111111
2014-03-01,commercial,walr,5.39
2014-03-01,commercial,fdr_9mo,3.046296296296296
2014-03-01,investment,fdr_1mo,3.0993
2014-03-01,investment,fdr_9mo,3.4199999999999995
2014-03-01,investment,fdr_12mo,3.4240000000000004
2014-03-01,commercial,fdr_3mo,2.9703703703703703
2014-03-01,commercial,fdr_6mo,3.0198777777777783
2014-03-01,investment,alr,6.2853818181818175
2014-03-01,commercial,sr,0.979891304347826
2014-03-01,commercial,alr,4.537092592592592
2014-03-01,commercial,fdr_12mo,3.1477777777777782
2014-04-01,commercial,fdr_1mo,2.9129629629629625
2014-04-01,commercial,blr,6.5333333333333306
2014-04-01,investment,fdr_6mo,3.371975
2014-04-01,commercial,walr,5.36
2014-04-01,investment,fdr_3mo,3.2991
2014-04-01,investment,fdr_1mo,3.1169
2014-04-01,commercial,fdr_9mo,3.046296296296296
2014-04-01,commercial,fdr_6mo,3.0198777777777783
2014-04-01,investment,fdr_12mo,3.4240000000000004
2014-04-01,commercial,sr,0.9835173913043477
2014-04-01,investment,fdr_9mo,3.422385714285714
2014-04-01,commercial,fdr_3mo,2.97037037037037
2014-04-01,investment,alr,6.321763636363636
2014-04-01,commercial,alr,4.519892592592593
2014-04-01,commercial,fdr_12mo,3.1477777777777782
2014-05-01,commercial,fdr_1mo,2.9129629629629625
2014-05-01,commercial,fdr_12mo,3.1477777777777782
2014-05-01,investment,fdr_6mo,3.4023285714285714
2014-05-01,commercial,blr,6.5333333333333306
2014-05-01,commercial,walr,5.35
2014-05-01,investment,fdr_3mo,3.2807555555555563
2014-05-01,commercial,fdr_9mo,3.046296296296296
2014-05-01,commercial,fdr_6mo,3.0198777777777783
2014-05-01,investment,fdr_1mo,3.1475777777777783
2014-05-01,investment,fdr_12mo,3.40434
2014-05-01,commercial,sr,1.003808695652174
2014-05-01,investment,fdr_9mo,3.417142857142857
2014-05-01,commercial,alr,4.4651
2014-05-01,commercial,fdr_3mo,2.97037037037037
2014-05-01,investment,alr,6.340318181818182
2014-06-01,investment,alr,6.4037
2014-06-01,commercial,fdr_12mo,3.1477777777777782
2014-06-01,commercial,fdr_1mo,2.912962962962962
2014-06-01,investment,fdr_6mo,3.375657142857143
2014-06-01,investment,fdr_12mo,3.4
2014-06-01,commercial,blr,6.5333333333333306
2014-06-01,commercial,walr,5.37
2014-06-01,investment,fdr_3mo,3.2495555555555558
2014-06-01,commercial,fdr_9mo,3.046296296296296
2014-06-01,commercial,fdr_6mo,3.0180259259259263
2014-06-01,commercial,sr,1.0117347826086955
2014-06-01,investment,fdr_1mo,3.1940222222222223
2014-06-01,investment,fdr_9mo,3.427142857142857
2014-06-01,commercial,alr,4.535551851851853
2014-06-01,commercial,fdr_3mo,2.9685185185185183
2014-07-01,commercial,fdr_3mo,3.1203846153846153
2014-07-01,investment,alr,6.499718181818182
2014-07-01,investment,fdr_9mo,3.5053142857142854
2014-07-01,commercial,fdr_1mo,3.068
2014-07-01,commercial,fdr_12mo,3.298846153846154
2014-07-01,investment,fdr_6mo,3.4548666666666668
2014-07-01,commercial,walr,5.49
2014-07-01,commercial,blr,6.776923076923074
2014-07-01,investment,fdr_12mo,3.5483333333333325
2014-07-01,investment,fdr_3mo,3.4041333333333332
2014-07-01,commercial,fdr_9mo,3.213461538461538
2014-07-01,commercial,fdr_6mo,3.1744884615384614
2014-07-01,commercial,sr,1.074290909090909
2014-07-01,investment,fdr_1mo,3.161611111111111
2014-07-01,commercial,alr,4.6052481481481475
2014-08-01,commercial,fdr_6mo,3.174488461538461
2014-08-01,commercial,alr,4.692537037037037
2014-08-01,commercial,fdr_3mo,3.1223076923076922
2014-08-01,investment,fdr_9mo,3.486557142857143
2014-08-01,investment,alr,6.506827272727272
2014-08-01,commercial,fdr_1mo,3.0679999999999996
2014-08-01,commercial,fdr_12mo,3.298846153846154
2014-08-01,commercial,walr,5.52
2014-08-01,investment,fdr_6mo,3.5019125000000004
2014-08-01,commercial,blr,6.786538461538459
2014-08-01,investment,fdr_12mo,3.526666666666667
2014-08-01,investment,fdr_3mo,3.282955555555555
2014-08-01,commercial,fdr_9mo,3.213461538461538
2014-08-01,investment,fdr_1mo,3.364177777777778
2014-08-01,commercial,sr,1.0747136363636363
2014-09-01,commercial,alr,4.720007407407407
2014-09-01,commercial,fdr_6mo,3.1744884615384614
2014-09-01,commercial,fdr_3mo,3.1223076923076927
2014-09-01,investment,fdr_9mo,3.5158714285714288
2014-09-01,commercial,fdr_12mo,3.298846153846154
2014-09-01,investment,fdr_6mo,3.509957142857143
2014-09-01,commercial,fdr_1mo,3.0679999999999996
2014-09-01,commercial,blr,6.786538461538459
2014-09-01,commercial,walr,5.52
2014-09-01,investment,fdr_12mo,3.558
2014-09-01,investment,alr,6.62244
2014-09-01,investment,fdr_3mo,3.4781
2014-09-01,commercial,fdr_9mo,3.213461538461538
2014-09-01,commercial,sr,1.0776636363636365
2014-09-01,investment,fdr_1mo,3.2199999999999998
2014-10-01,investment,fdr_1mo,3.3417250000000003
2014-10-01,commercial,alr,4.673466666666668
2014-10-01,commercial,fdr_6mo,3.1764115384615383
2014-10-01,investment,fdr_9mo,3.5220428571428575
2014-10-01,commercial,fdr_3mo,3.1242307692307696
2014-10-01,investment,fdr_6mo,3.5899285714285716
2014-10-01,commercial,fdr_1mo,3.07
2014-10-01,commercial,fdr_12mo,3.3007692307692307
2014-10-01,investment,fdr_12mo,3.5660000000000003
2014-10-01,commercial,walr,5.51
2014-10-01,investment,alr,6.68981
2014-10-01,commercial,blr,6.786538461538459
2014-10-01,investment,fdr_3mo,3.4904374999999996
2014-10-01,commercial,fdr_9mo,3.2153846153846155
2014-10-01,commercial,sr,1.0757545454545454
2014-11-01,investment,fdr_1mo,3.276525
2014-11-01,commercial,sr,1.0733272727272727
2014-11-01,commercial,alr,4.649062962962963
2014-11-01,commercial,fdr_6mo,3.186026923076923
2014-11-01,investment,fdr_9mo,3.690214285714286
2014-11-01,investment,fdr_6mo,3.180828571428571
2014-11-01,commercial,fdr_12mo,3.3103846153846157
2014-11-01,commercial,fdr_1mo,3.0840000000000005
2014-11-01,commercial,walr,5.5
2014-11-01,investment,fdr_3mo,3.17745
2014-11-01,commercial,fdr_3mo,3.133846153846154
2014-11-01,investment,fdr_12mo,3.598
2014-11-01,commercial,blr,6.786538461538459
2014-11-01,investment,alr,6.736869999999999
2014-11-01,commercial,fdr_9mo,3.2250000000000005
2014-12-01,commercial,fdr_12mo,3.3103846153846153
2014-12-01,investment,fdr_6mo,4.124642857142857
2014-12-01,commercial,sr,1.069431818181818
2014-12-01,investment,fdr_3mo,3.511525
2014-12-01,commercial,blr,6.786538461538459
2014-12-01,commercial,walr,5.51
2014-12-01,commercial,alr,4.671503703703704
2014-12-01,investment,alr,6.76391
2014-12-01,commercial,fdr_9mo,3.2250000000000005
2014-12-01,commercial,fdr_1mo,3.0840000000000005
2014-12-01,investment,fdr_1mo,3.6976625
2014-12-01,investment,fdr_12mo,3.654
2014-12-01,commercial,fdr_6mo,3.186026923076923
2014-12-01,investment,fdr_9mo,3.70286
2014-12-01,commercial,fdr_3mo,3.133846153846154
2015-01-01,investment,fdr_6mo,3.695457142857143
2015-01-01,investment,fdr_9mo,3.7616499999999995
2015-01-01,commercial,fdr_6mo,3.186026923076923
2015-01-01,investment,fdr_1mo,3.4598750000000003
2015-01-01,investment,fdr_12mo,3.7940000000000005
2015-01-01,commercial,fdr_3mo,3.133846153846154
2015-01-01,commercial,alr,4.640014814814815
2015-01-01,commercial,fdr_1mo,3.0839999999999996
2015-01-01,commercial,fdr_9mo,3.2250000000000005
2015-01-01,commercial,fdr_12mo,3.3103846153846157
2015-01-01,commercial,sr,1.0662318181818182
2015-01-01,commercial,blr,6.786538461538461
2015-01-01,investment,alr,6.86962
2015-01-01,commercial,wabr,3.81
2015-01-01,commercial,walr,5.47
2015-01-01,investment,fdr_3mo,3.707625
2015-02-01,commercial,alr,4.668233333333334
2015-02-01,commercial,wabr,3.809606027723345
2015-02-01,investment,fdr_3mo,3.744014285714286
2015-02-01,commercial,fdr_1mo,3.0840000000000005
2015-02-01,commercial,walr,5.49
2015-02-01,investment,alr,6.75106
2015-02-01,commercial,fdr_3mo,3.133846153846154
2015-02-01,commercial,fdr_12mo,3.3103846153846157
2015-02-01,investment,fdr_12mo,3.7299999999999995
2015-02-01,investment,fdr_9mo,3.8214285714285707
2015-02-01,investment,fdr_6mo,3.7399999999999998
2015-02-01,commercial,fdr_6mo,3.186026923076923
2015-02-01,investment,fdr_1mo,3.3964000000000003
2015-02-01,commercial,sr,1.064672727272727
2015-02-01,commercial,blr,6.78653846153846
2015-02-01,commercial,fdr_9mo,3.2250000000000005
2015-03-01,commercial,fdr_6mo,3.186026923076923
2015-03-01,commercial,fdr_9mo,3.2250000000000005
2015-03-01,commercial,walr,5.48
2015-03-01,investment,alr,6.867519999999999
2015-03-01,commercial,wabr,3.8111303410059754
2015-03-01,investment,fdr_12mo,3.68
2015-03-01,commercial,fdr_12mo,3.3103846153846157
2015-03-01,commercial,fdr_3mo,3.133846153846154
2015-03-01,investment,fdr_9mo,3.7785714285714285
2015-03-01,commercial,sr,1.0771818181818182
2015-03-01,commercial,blr,6.78653846153846
2015-03-01,investment,fdr_3mo,3.660475
2015-03-01,commercial,alr,4.656477777777778
2015-03-01,investment,fdr_6mo,3.5206625
2015-03-01,investment,fdr_1mo,3.2372625
2015-03-01,commercial,fdr_1mo,3.0840000000000005
2015-04-01,commercial,fdr_12mo,3.3103846153846157
2015-04-01,investment,fdr_9mo,3.8214285714285707
2015-04-01,commercial,fdr_9mo,3.224999999999999
2015-04-01,commercial,fdr_1mo,3.0839999999999996
2015-04-01,commercial,walr,5.48
2015-04-01,commercial,alr,4.650751851851852
2015-04-01,commercial,sr,1.06695
2015-04-01,investment,fdr_3mo,3.1206125
2015-04-01,investment,alr,6.970060000000001
2015-04-01,commercial,fdr_6mo,3.186026923076923
2015-04-01,commercial,wabr,3.7950927085832062
2015-04-01,investment,fdr_1mo,3.3352000000000004
2015-04-01,investment,fdr_12mo,3.813333333333334
2015-04-01,commercial,fdr_3mo,3.1338461538461546
2015-04-01,investment,fdr_6mo,3.366514285714286
2015-04-01,commercial,blr,6.786538461538461
2015-05-01,commercial,sr,1.0661727272727273
2015-05-01,commercial,blr,6.786538461538461
2015-05-01,commercial,fdr_6mo,3.189873076923077
2015-05-01,commercial,walr,5.45
2015-05-01,commercial,alr,4.591866666666667
2015-05-01,commercial,fdr_12mo,3.314230769230769
2015-05-01,investment,fdr_6mo,3.7374571428571426
2015-05-01,commercial,fdr_9mo,3.2288461538461535
2015-05-01,investment,alr,6.89795
2015-05-01,investment,fdr_3mo,3.289425
2015-05-01,commercial,fdr_3mo,3.1396153846153854
2015-05-01,commercial,fdr_1mo,3.088
2015-05-01,investment,fdr_9mo,3.6666666666666665
2015-05-01,investment,fdr_1mo,3.0253875
2015-05-01,commercial,wabr,3.795426112268333
2015-05-01,investment,fdr_12mo,3.72
2015-06-01,commercial,wabr,3.796009481362061
2015-06-01,commercial,fdr_1mo,3.0839999999999996
2015-06-01,commercial,sr,1.0627590909090912
2015-06-01,commercial,walr,5.44
2015-06-01,investment,fdr_12mo,3.7366666666666664
2015-06-01,commercial,blr,6.78653846153846
2015-06-01,commercial,fdr_6mo,3.186026923076923
2015-06-01,investment,fdr_6mo,3.7838000000000003
2015-06-01,investment,fdr_1mo,3.314675
2015-06-01,commercial,alr,4.54182962962963
2015-06-01,commercial,fdr_9mo,3.2275653846153842
2015-06-01,commercial,fdr_12mo,3.314230769230769
2015-06-01,investment,fdr_3mo,3.6716375
2015-06-01,commercial,fdr_3mo,3.1357692307692315
2015-06-01,investment,alr,6.89936
2015-06-01,investment,fdr_9mo,3.6966666666666668
2015-07-01,investment,fdr_9mo,3.7299999999999995
2015-07-01,commercial,blr,6.786538461538461
2015-07-01,commercial,alr,4.519644444444445
2015-07-01,commercial,sr,1.0557954545454546
2015-07-01,investment,alr,6.879300000000001
2015-07-01,investment,fdr_6mo,3.756371428571429
2015-07-01,investment,fdr_3mo,3.0746625000000005
2015-07-01,commercial,fdr_12mo,3.314230769230768
2015-07-01,commercial,fdr_1mo,3.0840000000000005
2015-07-01,commercial,fdr_3mo,3.1357692307692306
2015-07-01,investment,fdr_1mo,3.3192874999999997
2015-07-01,commercial,fdr_6mo,3.186026923076923
2015-07-01,investment,fdr_12mo,3.735
2015-07-01,commercial,wabr,3.767771067966562
2015-07-01,commercial,walr,5.41
2015-07-01,commercial,fdr_9mo,3.2275653846153842
2015-08-01,commercial,fdr_1mo,3.0840000000000005
2015-08-01,commercial,blr,6.78653846153846
2015-08-01,investment,fdr_9mo,3.7611166666666667
2015-08-01,commercial,fdr_9mo,3.2275653846153856
2015-08-01,investment,alr,6.85215
2015-08-01,investment,fdr_1mo,3.483375
2015-08-01,commercial,fdr_6mo,3.186026923076923
2015-08-01,commercial,sr,1.050786363636364
2015-08-01,commercial,wabr,3.768602666152376
2015-08-01,commercial,fdr_3mo,3.1357692307692306
2015-08-01,investment,fdr_3mo,3.2177499999999997
2015-08-01,commercial,alr,4.489425925925925
2015-08-01,commercial,fdr_12mo,3.3142307692307686
2015-08-01,commercial,walr,5.3806448489879255
2015-08-01,investment,fdr_12mo,3.7383333333333333
2015-08-01,investment,fdr_6mo,3.7471
2015-09-01,commercial,fdr_1mo,3.0840000000000005
2015-09-01,commercial,blr,6.78653846153846
2015-09-01,investment,fdr_9mo,3.7642857142857147
2015-09-01,investment,fdr_1mo,3.3907
2015-09-01,commercial,fdr_9mo,3.2275653846153842
2015-09-01,investment,alr,6.90737
2015-09-01,commercial,fdr_6mo,3.186026923076923
2015-09-01,commercial,sr,1.0552409090909092
2015-09-01,commercial,fdr_3mo,3.1357692307692315
2015-09-01,commercial,wabr,3.769824641255882
2015-09-01,investment,fdr_3mo,3.6354249999999997
2015-09-01,commercial,alr,4.465903703703704
2015-09-01,commercial,walr,5.38
2015-09-01,commercial,fdr_12mo,3.314230769230769
2015-09-01,investment,fdr_6mo,3.753485714285714
2015-09-01,investment,fdr_12mo,3.7383333333333333
2015-10-01,commercial,fdr_1mo,3.0800000000000005
2015-10-01,commercial,blr,6.786538461538461
2015-10-01,investment,fdr_9mo,3.795714285714286
2015-10-01,commercial,fdr_9mo,3.223719230769231
2015-10-01,investment,fdr_1mo,3.4138375
2015-10-01,commercial,fdr_6mo,3.1821807692307686
2015-10-01,investment,alr,6.851769999999999
2015-10-01,commercial,sr,1.0473818181818182
2015-10-01,commercial,fdr_3mo,3.1319230769230773
2015-10-01,investment,fdr_3mo,3.6752375
2015-10-01,commercial,wabr,3.7712279600494543
2015-10-01,commercial,alr,4.513451851851851
2015-10-01,commercial,fdr_12mo,3.3092307692307696
2015-10-01,investment,fdr_6mo,3.436685714285715
2015-10-01,investment,fdr_12mo,3.8716666666666666
2015-10-01,commercial,walr,5.38
2015-11-01,investment,fdr_12mo,3.85
2015-11-01,commercial,fdr_1mo,3.08
2015-11-01,commercial,walr,5.39
2015-11-01,investment,fdr_9mo,3.8285714285714283
2015-11-01,commercial,blr,6.786538461538461
2015-11-01,commercial,fdr_9mo,3.223719230769231
2015-11-01,investment,fdr_1mo,3.38985
2015-11-01,commercial,fdr_6mo,3.182180769230769
2015-11-01,investment,alr,6.90192
2015-11-01,commercial,sr,1.04475
2015-11-01,commercial,fdr_3mo,3.1319230769230773
2015-11-01,commercial,wabr,3.7715553410357305
2015-11-01,commercial,fdr_12mo,3.3092307692307683
2015-11-01,commercial,alr,4.5069333333333335
2015-11-01,investment,fdr_3mo,3.3831874999999996
2015-11-01,investment,fdr_6mo,3.3577999999999997
2015-12-01,investment,fdr_12mo,3.7916666666666665
2015-12-01,commercial,fdr_1mo,3.0800000000000005
2015-12-01,commercial,walr,5.4
2015-12-01,commercial,blr,6.78653846153846
2015-12-01,investment,fdr_9mo,3.733333333333333
2015-12-01,commercial,fdr_9mo,3.223719230769231
2015-12-01,commercial,fdr_6mo,3.1821807692307686
2015-12-01,investment,fdr_1mo,3.7158874999999996
2015-12-01,investment,alr,6.901599999999999
2015-12-01,commercial,fdr_3mo,3.1319230769230773
2015-12-01,commercial,wabr,3.7712649047850273
2015-12-01,commercial,sr,1.0413681818181817
2015-12-01,commercial,alr,4.539996296296295
2015-12-01,commercial,fdr_12mo,3.3092307692307696
2015-12-01,investment,fdr_3mo,3.9409875
2015-12-01,investment,fdr_6mo,3.6577285714285717
2016-01-01,investment,fdr_3mo,3.6726
2016-01-01,investment,fdr_6mo,3.5386
2016-01-01,commercial,fdr_12mo,3.3092
2016-01-01,commercial,fdr_6mo,3.1841
2016-01-01,investment,fdr_12mo,3.85
2016-01-01,investment,alr,6.8865
2016-01-01,commercial,fdr_1mo,3.08
2016-01-01,commercial,walr,5.41
2016-01-01,commercial,blr,6.792
2016-01-01,commercial,fdr_9mo,3.2256
2016-01-01,investment,fdr_9mo,3.7533
2016-01-01,investment,fdr_1mo,3.4808
2016-01-01,commercial,fdr_3mo,3.1319
2016-01-01,commercial,wabr,3.7712649047850273
2016-01-01,commercial,sr,1.0286
2016-01-01,commercial,alr,4.5575
2016-02-01,investment,fdr_6mo,3.4032
2016-02-01,investment,fdr_3mo,3.7936
2016-02-01,commercial,fdr_6mo,3.186
2016-02-01,investment,alr,6.6678
2016-02-01,investment,fdr_12mo,3.9283
2016-02-01,commercial,fdr_12mo,3.3092
2016-02-01,commercial,fdr_1mo,3.08
2016-02-01,commercial,walr,5.419634626604205
2016-02-01,commercial,blr,6.7984
2016-02-01,investment,fdr_9mo,3.7517
2016-02-01,commercial,fdr_9mo,3.2256
2016-02-01,investment,fdr_1mo,3.5019
2016-02-01,commercial,fdr_3mo,3.1319
2016-02-01,commercial,wabr,3.79
2016-02-01,commercial,alr,4.5746
2016-02-01,commercial,sr,1.0316
2016-03-01,commercial,fdr_3mo,3.1319
2016-03-01,investment,fdr_6mo,3.5077
2016-03-01,commercial,alr,4.5838
2016-03-01,investment,fdr_12mo,3.855
2016-03-01,commercial,fdr_6mo,3.186
2016-03-01,investment,alr,6.6794
2016-03-01,commercial,fdr_12mo,3.3092
2016-03-01,commercial,fdr_1mo,3.08
2016-03-01,investment,fdr_3mo,3.4266
2016-03-01,commercial,blr,6.8024
2016-03-01,commercial,walr,5.412940934882377
2016-03-01,investment,fdr_9mo,3.7612
2016-03-01,commercial,fdr_9mo,3.2256
2016-03-01,investment,fdr_1mo,3.5411
2016-03-01,commercial,wabr,3.78513857347273
2016-03-01,commercial,sr,1.0274
2016-04-01,commercial,sr,1.0246
2016-04-01,investment,fdr_6mo,3.3887
2016-04-01,commercial,fdr_3mo,3.1352
2016-04-01,commercial,alr,4.5796
2016-04-01,commercial,fdr_6mo,3.1915
2016-04-01,investment,fdr_12mo,3.81
2016-04-01,investment,alr,6.6504
2016-04-01,commercial,fdr_12mo,3.3096
2016-04-01,commercial,fdr_1mo,3.0792
2016-04-01,commercial,walr,5.370972210328883
2016-04-01,investment,fdr_3mo,3.6164
2016-04-01,commercial,fdr_9mo,3.2287
2016-04-01,commercial,blr,6.8008
2016-04-01,investment,fdr_1mo,3.5082
2016-04-01,investment,fdr_9mo,3.4067
2016-04-01,commercial,wabr,3.789474936964201
2016-05-01,commercial,fdr_1mo,3.0721
2016-05-01,commercial,fdr_9mo,3.2243
2016-05-01,commercial,wabr,3.7879247228307777
2016-05-01,commercial,alr,4.5318
2016-05-01,investment,fdr_9mo,3.3924
2016-05-01,investment,fdr_12mo,3.35
2016-05-01,commercial,walr,5.37616834747163
2016-05-01,investment,fdr_3mo,3.3425
2016-05-01,commercial,fdr_3mo,3.1348
2016-05-01,investment,fdr_6mo,3.4658
2016-05-01,commercial,fdr_12mo,3.2932
2016-05-01,investment,fdr_1mo,3.488
2016-05-01,commercial,blr,6.8048
2016-05-01,commercial,sr,1.0325
2016-05-01,investment,alr,6.7029
2016-05-01,commercial,fdr_6mo,3.1935
2016-06-01,commercial,fdr_1mo,3.075
2016-06-01,commercial,wabr,3.809926183878665
2016-06-01,commercial,fdr_9mo,3.2223
2016-06-01,commercial,alr,4.5833
2016-06-01,investment,fdr_9mo,3.3639
2016-06-01,investment,fdr_12mo,3.365
2016-06-01,commercial,fdr_3mo,3.1292
2016-06-01,investment,fdr_3mo,3.3903
2016-06-01,investment,fdr_6mo,3.3082
2016-06-01,commercial,walr,5.387645765762087
2016-06-01,commercial,fdr_12mo,3.2912
2016-06-01,commercial,blr,6.8144
2016-06-01,investment,fdr_1mo,3.2294
2016-06-01,commercial,sr,1.0701
2016-06-01,investment,alr,6.6456
2016-06-01,commercial,fdr_6mo,3.1815
2016-07-01,commercial,fdr_1mo,2.9017
2016-07-01,investment,fdr_9mo,3.2078
2016-07-01,commercial,fdr_9mo,3.0643
2016-07-01,commercial,wabr,3.834413179100253
2016-07-01,commercial,alr,4.4994
2016-07-01,commercial,fdr_6mo,3.0223
2016-07-01,investment,fdr_12mo,3.4
2016-07-01,commercial,fdr_3mo,2.9844
2016-07-01,investment,fdr_3mo,3.2107
2016-07-01,commercial,fdr_12mo,3.0112
2016-07-01,investment,fdr_6mo,3.2691
2016-07-01,commercial,blr,6.6821
2016-07-01,investment,fdr_1mo,2.8722
2016-07-01,investment,alr,6.5911
2016-07-01,commercial,walr,5.273445600221871
2016-07-01,commercial,sr,0.983
2016-08-01,commercial,fdr_1mo,2.8675
2016-08-01,commercial,wabr,3.621094055596663
2016-08-01,commercial,fdr_9mo,3.0203
2016-08-01,commercial,fdr_6mo,2.9755
2016-08-01,commercial,alr,4.4367
2016-08-01,investment,fdr_9mo,3.3343
2016-08-01,investment,fdr_12mo,3.05
2016-08-01,commercial,sr,0.9531
2016-08-01,commercial,fdr_3mo,2.8744
2016-08-01,commercial,fdr_12mo,3.0684
2016-08-01,commercial,blr,6.6421
2016-08-01,investment,fdr_3mo,3.3026
2016-08-01,investment,fdr_1mo,3.2162
2016-08-01,investment,fdr_6mo,3.6172
2016-08-01,investment,alr,6.5636
2016-08-01,commercial,walr,5.236593973950806
2016-09-01,commercial,fdr_1mo,2.8669
2016-09-01,commercial,wabr,3.6170772272240543
2016-09-01,commercial,walr,5.227926589788811
2016-09-01,commercial,alr,4.5194
2016-09-01,commercial,fdr_9mo,3.0203
2016-09-01,commercial,fdr_6mo,2.9755
2016-09-01,investment,fdr_6mo,3.1878
2016-09-01,investment,fdr_9mo,3.22
2016-09-01,commercial,sr,0.9649
2016-09-01,investment,fdr_12mo,3.4333
2016-09-01,investment,alr,6.4839
2016-09-01,commercial,fdr_3mo,2.9204
2016-09-01,commercial,fdr_12mo,3.07
2016-09-01,commercial,blr,6.6421
2016-09-01,investment,fdr_1mo,3.1487
2016-09-01,investment,fdr_3mo,3.2919
2016-10-01,commercial,fdr_1mo,2.8668
2016-10-01,commercial,wabr,3.6170152050158926
2016-10-01,commercial,alr,4.4705
2016-10-01,commercial,fdr_9mo,3.0203
2016-10-01,investment,fdr_9mo,3.275
2016-10-01,investment,fdr_6mo,3.2183
2016-10-01,investment,alr,6.5486
2016-10-01,commercial,walr,5.216833935972307
2016-10-01,commercial,fdr_6mo,2.9755
2016-10-01,investment,fdr_12mo,3.4417
2016-10-01,commercial,sr,0.9511
2016-10-01,commercial,fdr_3mo,2.9204
2016-10-01,commercial,fdr_12mo,3.07
2016-10-01,investment,fdr_1mo,3.1181
2016-10-01,commercial,blr,6.6421
2016-10-01,investment,fdr_3mo,3.3198
2016-11-01,investment,fdr_3mo,3.4118
2016-11-01,commercial,fdr_1mo,2.8669
2016-11-01,commercial,wabr,3.6175948518433665
2016-11-01,commercial,alr,4.518
2016-11-01,investment,fdr_6mo,3.3339
2016-11-01,investment,fdr_9mo,3.2635
2016-11-01,commercial,fdr_6mo,2.9707
2016-11-01,investment,alr,6.5496
2016-11-01,commercial,sr,0.96
2016-11-01,commercial,fdr_9mo,3.0135
2016-11-01,commercial,walr,5.211031792658475
2016-11-01,investment,fdr_12mo,3.6583
2016-11-01,commercial,fdr_3mo,2.9196
2016-11-01,commercial,fdr_12mo,3.0612
2016-11-01,commercial,blr,6.6424
2016-11-01,investment,fdr_1mo,3.2124
2016-12-01,investment,fdr_3mo,3.6569
2016-12-01,investment,fdr_6mo,3.3453
2016-12-01,investment,alr,6.5735
2016-12-01,commercial,alr,4.5182
2016-12-01,commercial,fdr_6mo,2.9729
2016-12-01,commercial,fdr_1mo,2.8632
2016-12-01,commercial,fdr_9mo,3.0154
2016-12-01,commercial,sr,0.986
2016-12-01,commercial,wabr,3.618332627510274
2016-12-01,commercial,walr,5.216326681317271
2016-12-01,investment,fdr_12mo,3.426
2016-12-01,commercial,fdr_3mo,2.9223
2016-12-01,commercial,fdr_12mo,3.0642
2016-12-01,commercial,blr,6.6483
2016-12-01,investment,fdr_1mo,3.4952
2016-12-01,investment,fdr_9mo,3.4363
2017-01-01,commercial,fdr_1mo,2.8688458333333338
2017-01-01,commercial,wabr,3.618048468990806
2017-01-01,commercial,sr,0.9575666666666668
2017-01-01,commercial,fdr_9mo,3.0208
2017-01-01,investment,fdr_6mo,3.6130000000000004
2017-01-01,commercial,blr,6.6503999999999985
2017-01-01,investment,fdr_1mo,3.1979625000000005
2017-01-01,investment,fdr_12mo,3.811666666666666
2017-01-01,commercial,fdr_3mo,2.9244000000000003
2017-01-01,investment,fdr_9mo,3.3744499999999995
2017-01-01,commercial,fdr_12mo,3.087200000000001
2017-01-01,commercial,walr,5.2015344827690235
2017-01-01,investment,alr,6.46611111111111
2017-01-01,commercial,fdr_6mo,2.9767999999999994
2017-01-01,commercial,alr,4.558737037037037
2017-01-01,investment,fdr_3mo,3.3556125000000003
2017-02-01,commercial,fdr_1mo,2.871070833333333
2017-02-01,commercial,wabr,3.6180834401099764
2017-02-01,commercial,sr,0.968752380952381
2017-02-01,investment,fdr_6mo,3.644285714285714
2017-02-01,commercial,fdr_9mo,3.0208
2017-02-01,commercial,blr,6.6503999999999985
2017-02-01,commercial,walr,5.212572184033587
2017-02-01,commercial,fdr_3mo,2.9244
2017-02-01,investment,fdr_1mo,3.3078875
2017-02-01,investment,fdr_12mo,3.8166666666666664
2017-02-01,investment,fdr_9mo,3.4361166666666665
2017-02-01,investment,alr,6.508188888888889
2017-02-01,commercial,fdr_12mo,3.0872
2017-02-01,commercial,fdr_6mo,2.9767999999999994
2017-02-01,commercial,alr,4.610551851851851
